No.,Time,Source,Destination,Protocol,Length,Info
16,0.453862,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=13633 Ack=1 Win=29696 Len=2896 TSval=47086 TSecr=47061
17,0.478266,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=16529 Ack=1 Win=29696 Len=2896 TSval=47086 TSecr=47061
18,0.501709,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=19425 Ack=1 Win=29696 Len=2896 TSval=47089 TSecr=47064
19,0.52612,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=22321 Ack=1 Win=29696 Len=2896 TSval=47092 TSecr=47067
20,0.537877,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=25217 Ack=1 Win=29696 Len=1448 TSval=47095 TSecr=47070
21,0.550192,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=6393 Ack=1 Win=29696 Len=1448 TSval=47101 TSecr=47076
22,0.605023,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=58368 Len=0 TSval=47118 TSecr=47031 SLE=7841 SRE=16529
23,0.630141,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=64000 Len=0 TSval=47124 TSecr=47031 SLE=7841 SRE=19425
24,0.652898,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=69632 Len=0 TSval=47130 TSecr=47031 SLE=7841 SRE=22321
25,0.677109,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=75776 Len=0 TSval=47136 TSecr=47031 SLE=7841 SRE=25217
26,0.690133,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=78336 Len=0 TSval=47139 TSecr=47031 SLE=7841 SRE=26665
27,0.692695,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=26665 Ack=1 Win=29696 Len=1448 TSval=47149 TSecr=47124
28,0.702227,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=81408 Len=0 TSval=47142 TSecr=47031 SLE=6393 SRE=26665
29,0.704602,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=28113 Ack=1 Win=29696 Len=1448 TSval=47149 TSecr=47124
30,0.728974,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=29561 Ack=1 Win=29696 Len=2896 TSval=47155 TSecr=47130
31,0.752926,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=32457 Ack=1 Win=29696 Len=2896 TSval=47161 TSecr=47136
32,0.765121,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=35353 Ack=1 Win=29696 Len=1448 TSval=47164 TSecr=47139
33,0.777355,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=36801 Ack=1 Win=29696 Len=1448 TSval=47167 TSecr=47142
34,0.872742,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=84480 Len=0 TSval=47178 TSecr=47031 SLE=6393 SRE=28113
35,0.872826,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=87040 Len=0 TSval=47181 TSecr=47031 SLE=6393 SRE=29561
36,0.880554,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=92672 Len=0 TSval=47187 TSecr=47031 SLE=6393 SRE=32457
37,0.923006,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=98816 Len=0 TSval=47192 TSecr=47031 SLE=6393 SRE=35353
38,0.923009,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=101376 Len=0 TSval=47196 TSecr=47031 SLE=6393 SRE=36801
39,0.931109,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=4945 Win=104448 Len=0 TSval=47199 TSecr=47031 SLE=6393 SRE=38249
40,0.935516,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=4945 Ack=1 Win=29696 Len=1448 TSval=47210 TSecr=47178
41,0.947574,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=38249 Ack=1 Win=29696 Len=1448 TSval=47210 TSecr=47178
42,0.95928,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=39697 Ack=1 Win=29696 Len=1448 TSval=47210 TSecr=47181
43,0.971591,10.0.0.1,10.0.0.2,TCP,1514,[TCP Previous segment not captured] 57222 >  [ACK] Seq=42593 Ack=1 Win=29696 Len=1448 TSval=47212 TSecr=47187
44,0.997361,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=44041 Ack=1 Win=29696 Len=2896 TSval=47222 TSecr=47192
45,1.009631,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=46937 Ack=1 Win=29696 Len=1448 TSval=47222 TSecr=47196
46,1.021817,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=48385 Ack=1 Win=29696 Len=1448 TSval=47224 TSecr=47199
47,1.086737,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=38249 Win=107520 Len=0 TSval=47238 TSecr=47210
48,1.098884,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=39697 Win=110080 Len=0 TSval=47241 TSecr=47210
49,1.110158,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=41145 Win=113152 Len=0 TSval=47244 TSecr=47210
50,1.124234,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=116224 Len=0 TSval=47247 TSecr=47210 SLE=42593 SRE=44041
51,1.148101,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=121856 Len=0 TSval=47254 TSecr=47210 SLE=42593 SRE=46937
52,1.149072,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=49833 Ack=1 Win=29696 Len=1448 TSval=47263 TSecr=47238
53,1.160296,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=124928 Len=0 TSval=47257 TSecr=47210 SLE=42593 SRE=48385
54,1.172974,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=127488 Len=0 TSval=47260 TSecr=47210 SLE=42593 SRE=49833
55,1.173964,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=51281 Ack=1 Win=29696 Len=2896 TSval=47266 TSecr=47241
56,1.185572,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=54177 Ack=1 Win=29696 Len=1448 TSval=47269 TSecr=47244
57,1.19792,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=55625 Ack=1 Win=29696 Len=1448 TSval=47273 TSecr=47247
58,1.211097,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=41145 Ack=1 Win=29696 Len=1448 TSval=47279 TSecr=47254
59,1.235236,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=57073 Ack=1 Win=29696 Len=1448 TSval=47285 TSecr=47260
60,1.299834,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=130560 Len=0 TSval=47292 TSecr=47210 SLE=42593 SRE=51281
61,1.324782,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=136192 Len=0 TSval=47298 TSecr=47210 SLE=42593 SRE=54177
62,1.336933,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=139264 Len=0 TSval=47301 TSecr=47210 SLE=42593 SRE=55625
63,1.348577,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=41145 Win=142336 Len=0 TSval=47304 TSecr=47210 SLE=42593 SRE=57073
64,1.36243,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=58521 Ack=1 Win=29696 Len=1448 TSval=47317 TSecr=47292
65,1.362558,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=57073 Win=144896 Len=0 TSval=47307 TSecr=47279
66,1.386069,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=58521 Win=147968 Len=0 TSval=47313 TSecr=47285
67,1.399738,10.0.0.1,10.0.0.2,TCP,1514,[TCP Previous segment not captured] 57222 >  [ACK] Seq=62865 Ack=1 Win=29696 Len=1448 TSval=47326 TSecr=47301
68,1.4115,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=64313 Ack=1 Win=29696 Len=1448 TSval=47329 TSecr=47304
69,1.42478,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=65761 Ack=1 Win=29696 Len=1448 TSval=47332 TSecr=47307
70,1.461295,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=67209 Ack=1 Win=29696 Len=2896 TSval=47338 TSecr=47313
71,1.512693,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=59969 Win=151040 Len=0 TSval=47345 TSecr=47317
72,1.551444,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=59969 Win=153600 Len=0 TSval=47354 TSecr=47317 SLE=62865 SRE=64313
73,1.562602,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=59969 Win=156672 Len=0 TSval=47357 TSecr=47317 SLE=62865 SRE=65761
74,1.57541,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=70105 Ack=1 Win=29696 Len=1448 TSval=47370 TSecr=47345
75,1.57543,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=59969 Win=159744 Len=0 TSval=47360 TSecr=47317 SLE=62865 SRE=67209
76,1.61294,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=59969 Win=165376 Len=0 TSval=47370 TSecr=47317 SLE=62865 SRE=70105
77,1.613667,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=71553 Ack=1 Win=29696 Len=1448 TSval=47380 TSecr=47354
78,1.625809,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=59969 Ack=1 Win=29696 Len=1448 TSval=47382 TSecr=47357
79,1.675155,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=61417 Ack=1 Win=29696 Len=1448 TSval=47395 TSecr=47370
80,1.687791,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=73001 Ack=1 Win=29696 Len=1448 TSval=47395 TSecr=47370
81,1.725869,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=59969 Win=168448 Len=0 TSval=47398 TSecr=47317 SLE=62865 SRE=71553
82,1.76584,10.0.0.2,10.0.0.1,TCP,78,[TCP Window Update]  > 57222 [ACK] Seq=1 Ack=59969 Win=170496 Len=0 TSval=47408 TSecr=47317 SLE=62865 SRE=73001
83,1.779184,10.0.0.2,10.0.0.1,TCP,78, > 57222 [ACK] Seq=1 Ack=61417 Win=170496 Len=0 TSval=47411 TSecr=47382 SLE=62865 SRE=73001
84,1.788331,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=74449 Ack=1 Win=29696 Len=1448 TSval=47423 TSecr=47398
85,1.826323,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=73001 Win=170496 Len=0 TSval=47423 TSecr=47395
86,1.828337,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=75897 Ack=1 Win=29696 Len=1448 TSval=47433 TSecr=47408
87,1.838692,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=74449 Win=170496 Len=0 TSval=47426 TSecr=47395
88,1.841866,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=77345 Ack=1 Win=29696 Len=1448 TSval=47437 TSecr=47411
89,1.888867,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=78793 Ack=1 Win=29696 Len=1448 TSval=47448 TSecr=47423
90,1.913238,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=80241 Ack=1 Win=29696 Len=2896 TSval=47451 TSecr=47426
91,1.939543,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=75897 Win=170496 Len=0 TSval=47451 TSecr=47423
92,1.978668,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=77345 Win=170496 Len=0 TSval=47461 TSecr=47433
93,1.993149,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=78793 Win=170496 Len=0 TSval=47465 TSecr=47437
94,2.002015,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=83137 Ack=1 Win=29696 Len=1448 TSval=47477 TSecr=47451
95,2.041101,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=84585 Ack=1 Win=29696 Len=1448 TSval=47486 TSecr=47461
96,2.04109,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=80241 Win=170496 Len=0 TSval=47477 TSecr=47448
97,2.055755,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=86033 Ack=1 Win=29696 Len=1448 TSval=47490 TSecr=47465
98,2.064306,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=83137 Win=170496 Len=0 TSval=47483 TSecr=47451
99,2.103444,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=87481 Ack=1 Win=29696 Len=1448 TSval=47502 TSecr=47477
100,2.138788,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=88929 Ack=1 Win=29696 Len=2896 TSval=47508 TSecr=47483
101,2.153563,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=84585 Win=170496 Len=0 TSval=47505 TSecr=47477
102,2.192729,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=86033 Win=170496 Len=0 TSval=47515 TSecr=47486
103,2.207011,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=87481 Win=170496 Len=0 TSval=47518 TSecr=47490
104,2.228554,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=91825 Ack=1 Win=29696 Len=2896 TSval=47530 TSecr=47505
105,2.254042,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=88929 Win=170496 Len=0 TSval=47530 TSecr=47502
106,2.269405,10.0.0.1,10.0.0.2,TCP,1514,[TCP Previous segment not captured] 57222 >  [ACK] Seq=96169 Ack=1 Win=29696 Len=1448 TSval=47543 TSecr=47518
107,2.290829,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=91825 Win=170496 Len=0 TSval=47539 TSecr=47508
108,2.317205,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=97617 Ack=1 Win=29696 Len=1448 TSval=47555 TSecr=47530
109,2.366061,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=99065 Ack=1 Win=29696 Len=2896 TSval=47564 TSecr=47539
110,2.379178,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47561 TSecr=47530
111,2.420652,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 110#1]  > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47572 TSecr=47530 SLE=96169 SRE=97617
112,2.454231,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=101961 Ack=1 Win=29696 Len=2896 TSval=47587 TSecr=47561
113,2.469023,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 110#2]  > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47584 TSecr=47530 SLE=96169 SRE=99065
114,2.494997,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=104857 Ack=1 Win=29696 Len=2896 TSval=47597 TSecr=47572
115,2.517191,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 110#3]  > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47596 TSecr=47530 SLE=96169 SRE=101961
116,2.531468,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=107753 Ack=1 Win=29696 Len=1448 TSval=47609 TSecr=47584
117,2.579597,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=94721 Ack=1 Win=29696 Len=1448 TSval=47621 TSecr=47596
118,2.605833,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 110#4]  > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47618 TSecr=47530 SLE=96169 SRE=104857
119,2.646035,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 110#5]  > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47628 TSecr=47530 SLE=96169 SRE=107753
120,2.66813,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=109201 Ack=1 Win=29696 Len=1448 TSval=47643 TSecr=47618
121,2.682132,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 110#6]  > 57222 [ACK] Seq=1 Ack=94721 Win=170496 Len=0 TSval=47637 TSecr=47530 SLE=96169 SRE=109201
122,2.720312,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=110649 Ack=1 Win=29696 Len=2896 TSval=47653 TSecr=47628
123,2.730322,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=109201 Win=170496 Len=0 TSval=47649 TSecr=47621
124,2.744834,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=113545 Ack=1 Win=29696 Len=1448 TSval=47662 TSecr=47637
125,2.79254,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=114993 Ack=1 Win=29696 Len=1448 TSval=47674 TSecr=47649
126,2.819242,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=110649 Win=170496 Len=0 TSval=47671 TSecr=47643
127,2.871258,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=113545 Win=170496 Len=0 TSval=47684 TSecr=47653
128,2.893638,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=116441 Ack=1 Win=29696 Len=2896 TSval=47697 TSecr=47671
129,2.896262,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=114993 Win=170496 Len=0 TSval=47691 TSecr=47662
130,2.944143,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=116441 Win=170496 Len=0 TSval=47702 TSecr=47674
131,2.946069,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=119337 Ack=1 Win=29696 Len=2896 TSval=47710 TSecr=47684
132,3.00645,10.0.0.1,10.0.0.2,TCP,1514,[TCP Previous segment not captured] 57222 >  [ACK] Seq=123681 Ack=1 Win=29696 Len=1448 TSval=47728 TSecr=47702
133,3.045059,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=119337 Win=170496 Len=0 TSval=47728 TSecr=47697
134,3.098243,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=122233 Win=170496 Len=0 TSval=47741 TSecr=47710
135,3.11996,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=125129 Ack=1 Win=29696 Len=2896 TSval=47753 TSecr=47728
136,3.157814,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 134#1]  > 57222 [ACK] Seq=1 Ack=122233 Win=170496 Len=0 TSval=47756 TSecr=47710 SLE=123681 SRE=125129
137,3.172912,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=128025 Ack=1 Win=29696 Len=2896 TSval=47766 TSecr=47741
138,3.232997,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=130921 Ack=1 Win=29696 Len=2896 TSval=47781 TSecr=47756
139,3.271503,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 134#2]  > 57222 [ACK] Seq=1 Ack=122233 Win=170496 Len=0 TSval=47784 TSecr=47710 SLE=123681 SRE=128025
140,3.323809,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 134#3]  > 57222 [ACK] Seq=1 Ack=122233 Win=170496 Len=0 TSval=47798 TSecr=47710 SLE=123681 SRE=130921
141,3.333724,10.0.0.1,10.0.0.2,TCP,1514,[TCP Fast Retransmission] 57222 >  [ACK] Seq=122233 Ack=1 Win=29696 Len=1448 TSval=47810 TSecr=47784
142,3.384177,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 134#4]  > 57222 [ACK] Seq=1 Ack=122233 Win=170496 Len=0 TSval=47813 TSecr=47710 SLE=123681 SRE=133817
143,3.386202,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=133817 Ack=1 Win=29696 Len=1448 TSval=47823 TSecr=47798
144,3.458478,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=135265 Ack=1 Win=29696 Len=2896 TSval=47838 TSecr=47813
145,3.484035,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=133817 Win=170496 Len=0 TSval=47838 TSecr=47810
146,3.536997,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=135265 Win=170496 Len=0 TSval=47851 TSecr=47823
147,3.546407,10.0.0.1,10.0.0.2,TCP,1514,57222 >  [ACK] Seq=138161 Ack=1 Win=29696 Len=1448 TSval=47863 TSecr=47838
148,3.609211,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=138161 Win=170496 Len=0 TSval=47869 TSecr=47838
149,3.611639,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=139609 Ack=1 Win=29696 Len=2896 TSval=47876 TSecr=47851
150,3.683945,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=142505 Ack=1 Win=29696 Len=2896 TSval=47894 TSecr=47869
151,3.697876,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=139609 Win=170496 Len=0 TSval=47891 TSecr=47863
152,3.762913,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=142505 Win=170496 Len=0 TSval=47907 TSecr=47876
153,3.834305,10.0.0.2,10.0.0.1,TCP,66, > 57222 [ACK] Seq=1 Ack=145401 Win=170496 Len=0 TSval=47925 TSecr=47894
154,3.837264,10.0.0.1,10.0.0.2,TCP,2962,[TCP Previous segment not captured] 57222 >  [ACK] Seq=146849 Ack=1 Win=29696 Len=2896 TSval=47932 TSecr=47907
155,3.908697,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=149745 Ack=1 Win=29696 Len=2896 TSval=47950 TSecr=47925
156,3.988482,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 153#1]  > 57222 [ACK] Seq=1 Ack=145401 Win=170496 Len=0 TSval=47964 TSecr=47894 SLE=146849 SRE=149745
157,4.059202,10.0.0.2,10.0.0.1,TCP,78,[TCP Dup ACK 153#2]  > 57222 [ACK] Seq=1 Ack=145401 Win=170496 Len=0 TSval=47981 TSecr=47894 SLE=146849 SRE=152641
158,4.062809,10.0.0.1,10.0.0.2,TCP,2962,57222 >  [ACK] Seq=152641 Ack=1 Win=29696 Len=2896 TSval=47989 TSecr=47964
159,4.121479,10.0.0.1,10.0.0.2,TCP,1514,[TCP Retransmission] 57222 >  [ACK] Seq=145401 Ack=1 Win=29696 Len=1448 TSval=48007 TSecr=47981
